t_mono,wall_ts,model,phase,gpu_w,gpu_temp_c,cpu_temp_c,cpu_pct
9792.766,,gemma3:4b,run1_p11,125.13,63.0,,
9793.289,,gemma3:4b,run1_p11,124.90,63.0,,
9793.813,,gemma3:4b,run1_p11,124.89,63.0,,
9794.336,,gemma3:4b,run1_p11,124.93,62.0,,
9794.859,,gemma3:4b,run1_p11,125.50,63.0,,
9795.382,,gemma3:4b,run1_p11,125.77,63.0,,
9795.906,,gemma3:4b,run1_p11,125.58,63.0,,
9796.432,,gemma3:4b,run1_p11,125.19,63.0,,
9796.955,,gemma3:4b,run1_p11,125.00,63.0,,
9797.477,,gemma3:4b,run1_p11,125.20,63.0,,
9798.001,,gemma3:4b,run1_p11,125.38,63.0,,
9798.537,,gemma3:4b,run1_p11,125.29,62.0,,
9799.066,,gemma3:4b,run1_p11,124.36,63.0,,
9799.592,,gemma3:4b,run1_p11,124.57,63.0,,
9800.118,,gemma3:4b,run1_p11,124.33,62.0,,
9800.649,,gemma3:4b,run1_p11,124.15,63.0,,
9801.178,,gemma3:4b,run1_p11,124.15,63.0,,
9801.703,,gemma3:4b,run1_p11,124.43,62.0,,
9802.236,,gemma3:4b,run1_p11,124.32,63.0,,
9802.760,,gemma3:4b,run1_p11,124.28,63.0,,
9803.288,,gemma3:4b,run1_p12,109.67,63.0,,
9803.815,,gemma3:4b,run1_p12,91.26,53.0,,
9804.340,,gemma3:4b,run1_p12,106.57,62.0,,
9804.873,,gemma3:4b,run1_p12,125.86,62.0,,
9805.395,,gemma3:4b,run1_p12,126.30,63.0,,
9805.939,,gemma3:4b,run1_p12,126.08,63.0,,
9806.466,,gemma3:4b,run1_p12,126.41,63.0,,
9806.989,,gemma3:4b,run1_p12,126.01,63.0,,
9807.530,,gemma3:4b,run1_p13,93.64,52.0,,
9808.055,,gemma3:4b,run1_p13,73.14,60.0,,
9808.578,,gemma3:4b,run1_p13,105.33,62.0,,
9809.117,,gemma3:4b,run1_p13,126.47,63.0,,
9809.647,,gemma3:4b,run1_p13,126.46,63.0,,
9810.173,,gemma3:4b,run1_p13,126.77,63.0,,
9810.697,,gemma3:4b,run1_p13,126.75,63.0,,
9811.224,,gemma3:4b,run1_p13,125.91,62.0,,
9811.749,,gemma3:4b,run1_p13,125.85,63.0,,
9812.279,,gemma3:4b,run1_p13,126.50,63.0,,
9812.806,,gemma3:4b,run1_p13,126.69,63.0,,
9813.333,,gemma3:4b,run1_p13,126.83,63.0,,
9813.860,,gemma3:4b,run1_p13,126.35,62.0,,
9814.383,,gemma3:4b,run1_p13,125.61,63.0,,
9814.906,,gemma3:4b,run1_p13,125.74,63.0,,
9815.430,,gemma3:4b,run1_p13,126.13,63.0,,
9815.963,,gemma3:4b,run1_p13,126.61,63.0,,
9816.489,,gemma3:4b,run1_p13,126.04,63.0,,
9817.021,,gemma3:4b,run1_p13,126.09,63.0,,
9817.565,,gemma3:4b,run1_p13,125.89,63.0,,
9818.094,,gemma3:4b,run1_p13,125.32,63.0,,
9818.618,,gemma3:4b,run1_p14,125.46,63.0,,
9819.147,,gemma3:4b,run1_p14,111.14,55.0,,
9819.717,,gemma3:4b,run1_p14,111.72,62.0,,
9820.243,,gemma3:4b,run1_p14,126.70,63.0,,
9820.767,,gemma3:4b,run1_p14,126.67,63.0,,
9821.293,,gemma3:4b,run1_p14,126.58,63.0,,
9821.819,,gemma3:4b,run1_p14,126.68,64.0,,
9822.347,,gemma3:4b,run1_p14,126.15,64.0,,
9822.886,,gemma3:4b,run1_p14,126.10,63.0,,
9823.421,,gemma3:4b,run1_p14,126.30,63.0,,
9823.950,,gemma3:4b,run1_p14,126.75,63.0,,
9824.476,,gemma3:4b,run1_p14,127.16,63.0,,
9824.999,,gemma3:4b,run1_p14,127.10,63.0,,
9825.528,,gemma3:4b,run1_p14,126.71,63.0,,
9826.053,,gemma3:4b,run1_p14,126.29,64.0,,
9826.592,,gemma3:4b,run1_p14,126.21,63.0,,
9827.117,,gemma3:4b,run1_p14,125.88,63.0,,
9827.654,,gemma3:4b,run1_p14,126.40,63.0,,
9828.183,,gemma3:4b,run1_p14,126.17,63.0,,
9828.709,,gemma3:4b,run1_p14,126.05,62.0,,
9829.233,,gemma3:4b,run1_p14,125.61,63.0,,
9829.757,,gemma3:4b,run1_p14,125.86,63.0,,
9830.282,,gemma3:4b,run1_p14,126.27,63.0,,
9830.806,,gemma3:4b,run1_p14,126.45,63.0,,
9831.331,,gemma3:4b,run1_p14,126.25,63.0,,
9831.854,,gemma3:4b,run1_p14,126.20,63.0,,
9832.381,,gemma3:4b,run1_p14,126.25,63.0,,
9832.904,,gemma3:4b,run1_p14,125.71,63.0,,
9833.427,,gemma3:4b,run1_p14,125.21,63.0,,
9833.953,,gemma3:4b,run1_p14,125.19,61.0,,
9834.478,,gemma3:4b,run1_p14,125.97,64.0,,
9835.032,,gemma3:4b,run2_p0,118.10,63.0,,
9835.563,,gemma3:4b,run2_p0,103.90,59.0,,
9836.099,,gemma3:4b,run2_p1,74.13,54.0,,
9836.638,,gemma3:4b,run2_p1,76.34,52.0,,
9837.177,,gemma3:4b,run2_p1,106.82,62.0,,
9837.719,,gemma3:4b,run2_p1,126.54,63.0,,
9838.257,,gemma3:4b,run2_p1,126.58,63.0,,
9838.793,,gemma3:4b,run2_p2,115.96,63.0,,
9839.321,,gemma3:4b,run2_p2,96.20,53.0,,
9839.879,,gemma3:4b,run2_p3,99.64,62.0,,
9840.406,,gemma3:4b,run2_p3,100.33,53.0,,
9840.929,,gemma3:4b,run2_p3,104.66,62.0,,
9841.454,,gemma3:4b,run2_p4,108.73,63.0,,
9841.979,,gemma3:4b,run2_p4,90.68,53.0,,
9842.514,,gemma3:4b,run2_p5,84.54,61.0,,
9843.038,,gemma3:4b,run2_p5,90.51,52.0,,
9843.566,,gemma3:4b,run2_p5,106.38,62.0,,
9844.100,,gemma3:4b,run2_p6,100.18,63.0,,
9844.627,,gemma3:4b,run2_p6,85.47,52.0,,
9845.157,,gemma3:4b,run2_p6,103.29,62.0,,
9845.681,,gemma3:4b,run2_p6,125.91,62.0,,
9846.221,,gemma3:4b,run2_p6,125.70,62.0,,
9846.742,,gemma3:4b,run2_p6,125.37,62.0,,
9847.294,,gemma3:4b,run2_p6,125.85,62.0,,
9847.819,,gemma3:4b,run2_p6,125.73,63.0,,
9848.345,,gemma3:4b,run2_p6,125.81,63.0,,
9848.871,,gemma3:4b,run2_p6,125.69,62.0,,
9849.402,,gemma3:4b,run2_p6,125.58,63.0,,
9849.927,,gemma3:4b,run2_p6,126.05,63.0,,
9850.453,,gemma3:4b,run2_p6,125.60,63.0,,
9850.989,,gemma3:4b,run2_p6,125.97,62.0,,
9851.513,,gemma3:4b,run2_p6,126.46,63.0,,
9852.046,,gemma3:4b,run2_p6,126.03,63.0,,
9852.571,,gemma3:4b,run2_p6,126.01,63.0,,
9853.097,,gemma3:4b,run2_p6,125.83,63.0,,
9853.625,,gemma3:4b,run2_p6,126.01,63.0,,
9854.150,,gemma3:4b,run2_p6,126.01,63.0,,
9854.677,,gemma3:4b,run2_p6,125.86,63.0,,
9855.202,,gemma3:4b,run2_p6,125.98,63.0,,
9855.727,,gemma3:4b,run2_p6,125.76,63.0,,
9856.252,,gemma3:4b,run2_p6,125.93,63.0,,
9856.776,,gemma3:4b,run2_p6,125.88,63.0,,
9857.300,,gemma3:4b,run2_p6,125.42,63.0,,
9857.826,,gemma3:4b,run2_p7,87.81,54.0,,
9858.357,,gemma3:4b,run2_p7,73.67,51.0,,
9858.887,,gemma3:4b,run2_p7,103.52,62.0,,
9859.411,,gemma3:4b,run2_p7,125.90,62.0,,
9859.934,,gemma3:4b,run2_p7,126.46,63.0,,
9860.463,,gemma3:4b,run2_p7,126.39,62.0,,
9860.989,,gemma3:4b,run2_p7,126.47,63.0,,
9861.515,,gemma3:4b,run2_p7,126.89,63.0,,
9862.039,,gemma3:4b,run2_p7,126.70,63.0,,
9862.564,,gemma3:4b,run2_p7,126.92,63.0,,
9863.093,,gemma3:4b,run2_p7,126.61,63.0,,
9863.620,,gemma3:4b,run2_p7,126.41,63.0,,
9864.144,,gemma3:4b,run2_p7,127.07,63.0,,
9864.668,,gemma3:4b,run2_p7,126.78,63.0,,
9865.192,,gemma3:4b,run2_p7,126.67,63.0,,
9865.718,,gemma3:4b,run2_p7,126.13,63.0,,
9866.243,,gemma3:4b,run2_p7,126.50,63.0,,
9866.768,,gemma3:4b,run2_p7,126.88,63.0,,
9867.295,,gemma3:4b,run2_p7,126.43,63.0,,
9867.822,,gemma3:4b,run2_p7,126.18,63.0,,
9868.348,,gemma3:4b,run2_p7,125.85,63.0,,
9868.880,,gemma3:4b,run2_p8,126.22,63.0,,
9869.405,,gemma3:4b,run2_p8,113.31,63.0,,
9869.930,,gemma3:4b,run2_p8,113.39,63.0,,
9870.455,,gemma3:4b,run2_p8,126.69,63.0,,
9870.985,,gemma3:4b,run2_p8,126.71,63.0,,
9871.509,,gemma3:4b,run2_p8,126.58,63.0,,
9872.033,,gemma3:4b,run2_p8,127.22,63.0,,
9872.559,,gemma3:4b,run2_p8,126.92,63.0,,
9873.093,,gemma3:4b,run2_p8,126.71,63.0,,
9873.618,,gemma3:4b,run2_p8,126.60,63.0,,
9874.181,,gemma3:4b,run2_p8,126.33,63.0,,
9874.706,,gemma3:4b,run2_p8,126.42,63.0,,
9875.233,,gemma3:4b,run2_p8,127.29,63.0,,
9875.762,,gemma3:4b,run2_p8,126.96,64.0,,
9876.288,,gemma3:4b,run2_p8,125.49,63.0,,
9876.813,,gemma3:4b,run2_p8,125.42,63.0,,
9877.340,,gemma3:4b,run2_p8,126.95,63.0,,
9877.869,,gemma3:4b,run2_p8,126.59,64.0,,
9878.393,,gemma3:4b,run2_p8,126.36,64.0,,
9878.921,,gemma3:4b,run2_p8,126.51,63.0,,
9879.445,,gemma3:4b,run2_p8,126.75,63.0,,
9879.969,,gemma3:4b,run2_p8,126.50,63.0,,
9880.501,,gemma3:4b,run2_p8,126.52,63.0,,
9881.054,,gemma3:4b,run2_p9,103.08,57.0,,
9881.583,,gemma3:4b,run2_p9,89.73,59.0,,
9882.106,,gemma3:4b,run2_p9,105.40,62.0,,
9882.632,,gemma3:4b,run2_p9,126.50,63.0,,
9883.158,,gemma3:4b,run2_p9,126.56,63.0,,
9883.753,,gemma3:4b,run2_p10,104.49,63.0,,
9884.280,,gemma3:4b,run2_p10,94.69,52.0,,
9884.811,,gemma3:4b,run2_p10,107.34,62.0,,
9885.337,,gemma3:4b,run2_p10,127.21,63.0,,
9885.863,,gemma3:4b,run2_p10,127.46,63.0,,
9886.387,,gemma3:4b,run2_p10,127.17,63.0,,
9886.911,,gemma3:4b,run2_p10,127.51,63.0,,
9887.438,,gemma3:4b,run2_p10,127.09,63.0,,
9887.962,,gemma3:4b,run2_p10,126.74,63.0,,
9888.485,,gemma3:4b,run2_p10,127.01,63.0,,
9889.011,,gemma3:4b,run2_p10,127.18,62.0,,
9889.533,,gemma3:4b,run2_p10,127.39,63.0,,
9890.059,,gemma3:4b,run2_p10,127.28,63.0,,
9890.583,,gemma3:4b,run2_p10,127.09,63.0,,
9891.106,,gemma3:4b,run2_p10,126.20,63.0,,
9891.628,,gemma3:4b,run2_p10,125.87,63.0,,
9892.223,,gemma3:4b,run2_p10,126.75,63.0,,
9892.781,,gemma3:4b,run2_p10,127.05,63.0,,
9893.306,,gemma3:4b,run2_p10,126.82,63.0,,
9893.829,,gemma3:4b,run2_p10,126.93,63.0,,
9894.360,,gemma3:4b,run2_p10,126.79,63.0,,
9894.886,,gemma3:4b,run2_p11,119.21,63.0,,
9895.413,,gemma3:4b,run2_p11,103.84,61.0,,
9895.937,,gemma3:4b,run2_p11,104.27,63.0,,
9896.463,,gemma3:4b,run2_p11,126.58,63.0,,
9896.987,,gemma3:4b,run2_p11,127.22,63.0,,
9897.513,,gemma3:4b,run2_p11,127.24,64.0,,
9898.038,,gemma3:4b,run2_p11,126.98,63.0,,
9898.563,,gemma3:4b,run2_p11,126.68,63.0,,
9899.089,,gemma3:4b,run2_p11,126.96,63.0,,
9899.620,,gemma3:4b,run2_p11,127.26,64.0,,
9900.147,,gemma3:4b,run2_p11,127.16,64.0,,
9900.672,,gemma3:4b,run2_p11,127.43,64.0,,
9901.202,,gemma3:4b,run2_p11,127.51,64.0,,
9901.745,,gemma3:4b,run2_p11,127.09,64.0,,
9902.285,,gemma3:4b,run2_p11,126.79,62.0,,
9902.819,,gemma3:4b,run2_p11,126.68,63.0,,
9903.359,,gemma3:4b,run2_p11,126.77,63.0,,
9903.883,,gemma3:4b,run2_p11,127.09,64.0,,
9904.405,,gemma3:4b,run2_p11,127.10,63.0,,
9904.932,,gemma3:4b,run2_p11,126.94,63.0,,
9905.486,,gemma3:4b,run2_p11,126.80,63.0,,
9906.010,,gemma3:4b,run2_p11,126.84,63.0,,
9906.536,,gemma3:4b,run2_p11,126.93,63.0,,
9907.061,,gemma3:4b,run2_p11,126.61,63.0,,
9907.586,,gemma3:4b,run2_p11,126.93,64.0,,
9908.110,,gemma3:4b,run2_p11,127.07,64.0,,
9908.634,,gemma3:4b,run2_p11,127.02,63.0,,
9909.159,,gemma3:4b,run2_p11,126.89,63.0,,
9909.689,,gemma3:4b,run2_p11,126.83,63.0,,
9910.214,,gemma3:4b,run2_p11,126.90,64.0,,
9910.740,,gemma3:4b,run2_p11,126.60,64.0,,
9911.265,,gemma3:4b,run2_p11,126.83,63.0,,
9911.793,,gemma3:4b,run2_p11,127.28,63.0,,
9912.318,,gemma3:4b,run2_p11,126.77,64.0,,
9912.846,,gemma3:4b,run2_p11,126.65,64.0,,
9913.370,,gemma3:4b,run2_p11,126.54,63.0,,
9913.896,,gemma3:4b,run2_p11,126.57,63.0,,
9914.424,,gemma3:4b,run2_p12,95.17,53.0,,
9914.949,,gemma3:4b,run2_p12,79.41,61.0,,
9915.476,,gemma3:4b,run2_p12,103.42,63.0,,
9915.999,,gemma3:4b,run2_p12,127.31,63.0,,
9916.550,,gemma3:4b,run2_p12,127.14,63.0,,
9917.075,,gemma3:4b,run2_p12,127.28,63.0,,
9917.599,,gemma3:4b,run2_p12,127.54,64.0,,
9918.138,,gemma3:4b,run2_p13,119.35,63.0,,
9918.706,,gemma3:4b,run2_p13,102.83,61.0,,
9919.232,,gemma3:4b,run2_p13,110.97,63.0,,
9919.756,,gemma3:4b,run2_p13,127.60,64.0,,
9920.282,,gemma3:4b,run2_p13,127.24,64.0,,
9920.808,,gemma3:4b,run2_p13,127.62,63.0,,
9921.332,,gemma3:4b,run2_p13,127.59,63.0,,
9921.858,,gemma3:4b,run2_p13,127.63,63.0,,
9922.382,,gemma3:4b,run2_p13,126.75,63.0,,
9922.906,,gemma3:4b,run2_p13,126.24,63.0,,
9923.432,,gemma3:4b,run2_p13,126.70,64.0,,
9923.957,,gemma3:4b,run2_p13,126.89,64.0,,
9924.483,,gemma3:4b,run2_p13,126.54,64.0,,
9925.008,,gemma3:4b,run2_p13,126.41,64.0,,
9925.534,,gemma3:4b,run2_p13,126.42,63.0,,
9926.060,,gemma3:4b,run2_p13,126.66,64.0,,
9926.591,,gemma3:4b,run2_p13,126.93,64.0,,
9927.114,,gemma3:4b,run2_p13,126.87,63.0,,
9927.639,,gemma3:4b,run2_p13,126.58,63.0,,
9928.163,,gemma3:4b,run2_p13,126.30,63.0,,
9928.693,,gemma3:4b,run2_p13,126.69,64.0,,
9929.217,,gemma3:4b,run2_p13,126.38,63.0,,
9929.740,,gemma3:4b,run2_p13,126.69,63.0,,
9930.269,,gemma3:4b,run2_p13,126.55,64.0,,
9930.811,,gemma3:4b,run2_p14,103.89,63.0,,
9931.339,,gemma3:4b,run2_p14,89.57,53.0,,
9931.864,,gemma3:4b,run2_p14,104.15,62.0,,
9932.390,,gemma3:4b,run2_p14,126.26,63.0,,
9932.913,,gemma3:4b,run2_p14,126.30,63.0,,
9933.438,,gemma3:4b,run2_p14,126.60,63.0,,
9933.964,,gemma3:4b,run2_p14,126.57,63.0,,
9934.488,,gemma3:4b,run2_p14,126.12,63.0,,
9935.010,,gemma3:4b,run2_p14,126.05,63.0,,
9935.535,,gemma3:4b,run2_p14,126.80,64.0,,
9936.057,,gemma3:4b,run2_p14,126.92,64.0,,
9936.585,,gemma3:4b,run2_p14,126.45,64.0,,
9937.117,,gemma3:4b,run2_p14,126.71,64.0,,
9937.641,,gemma3:4b,run2_p14,126.51,64.0,,
9938.165,,gemma3:4b,run2_p14,125.93,64.0,,
9938.689,,gemma3:4b,run2_p14,125.82,63.0,,
9939.217,,gemma3:4b,run2_p14,125.68,64.0,,
9939.742,,gemma3:4b,run2_p14,125.66,63.0,,
9940.267,,gemma3:4b,run2_p14,126.37,64.0,,
9940.790,,gemma3:4b,run2_p14,126.36,63.0,,
9941.318,,gemma3:4b,run2_p14,126.21,64.0,,
9941.841,,gemma3:4b,run2_p14,126.19,63.0,,
9942.367,,gemma3:4b,run2_p14,126.19,63.0,,
9942.892,,gemma3:4b,run2_p14,126.52,64.0,,
9943.439,,gemma3:4b,run2_p14,126.32,64.0,,
9943.962,,gemma3:4b,run2_p14,126.14,63.0,,
9944.487,,gemma3:4b,run2_p14,126.51,64.0,,
9945.011,,gemma3:4b,run2_p14,126.07,64.0,,
9945.536,,gemma3:4b,run2_p14,125.96,63.0,,
9946.066,,gemma3:4b,run2_p14,125.57,63.0,,
9946.598,,gemma3:4b,run3_p0,92.23,54.0,,
9947.122,,gemma3:4b,run3_p0,78.99,59.0,,
9947.666,,gemma3:4b,run3_p1,73.74,54.0,,
9948.193,,gemma3:4b,run3_p1,78.16,57.0,,
9948.718,,gemma3:4b,run3_p1,102.39,62.0,,
9949.246,,gemma3:4b,run3_p1,126.95,63.0,,
9949.774,,gemma3:4b,run3_p1,126.36,63.0,,
9950.302,,gemma3:4b,run3_p2,115.63,64.0,,
9950.877,,gemma3:4b,run3_p2,95.96,52.0,,
9951.417,,gemma3:4b,run3_p3,95.24,62.0,,
9951.943,,gemma3:4b,run3_p3,96.20,53.0,,
9952.470,,gemma3:4b,run3_p3,99.13,62.0,,
9953.006,,gemma3:4b,run3_p4,106.59,63.0,,
9953.532,,gemma3:4b,run3_p4,92.35,52.0,,
9954.065,,gemma3:4b,run3_p5,83.43,62.0,,
9954.593,,gemma3:4b,run3_p5,89.26,52.0,,
9955.122,,gemma3:4b,run3_p5,102.66,61.0,,
9955.647,,gemma3:4b,run3_p6,105.98,52.0,,
9956.175,,gemma3:4b,run3_p6,87.24,61.0,,
9956.699,,gemma3:4b,run3_p6,100.24,62.0,,
9957.223,,gemma3:4b,run3_p6,126.00,62.0,,
9957.747,,gemma3:4b,run3_p6,126.35,62.0,,
9958.272,,gemma3:4b,run3_p6,126.64,63.0,,
9958.794,,gemma3:4b,run3_p6,126.47,63.0,,
9959.319,,gemma3:4b,run3_p6,126.25,62.0,,
9959.842,,gemma3:4b,run3_p6,125.86,63.0,,
9960.366,,gemma3:4b,run3_p6,126.50,62.0,,
9960.891,,gemma3:4b,run3_p6,126.49,63.0,,
9961.424,,gemma3:4b,run3_p6,126.98,63.0,,
9961.950,,gemma3:4b,run3_p6,127.02,62.0,,
9962.474,,gemma3:4b,run3_p6,126.76,63.0,,
9963.004,,gemma3:4b,run3_p6,126.67,63.0,,
9963.528,,gemma3:4b,run3_p6,126.84,63.0,,
9964.064,,gemma3:4b,run3_p6,126.23,63.0,,
9964.589,,gemma3:4b,run3_p6,126.43,63.0,,
9965.113,,gemma3:4b,run3_p6,126.28,63.0,,
9965.636,,gemma3:4b,run3_p6,126.53,63.0,,
9966.159,,gemma3:4b,run3_p6,126.22,63.0,,
9966.694,,gemma3:4b,run3_p6,126.29,63.0,,
9967.218,,gemma3:4b,run3_p6,126.60,63.0,,
9967.742,,gemma3:4b,run3_p7,105.02,55.0,,
9968.265,,gemma3:4b,run3_p7,85.22,59.0,,
9968.803,,gemma3:4b,run3_p7,106.13,62.0,,
9969.331,,gemma3:4b,run3_p7,126.53,63.0,,
9969.859,,gemma3:4b,run3_p7,127.07,63.0,,
9970.384,,gemma3:4b,run3_p7,127.64,63.0,,
9970.909,,gemma3:4b,run3_p7,127.61,63.0,,
9971.436,,gemma3:4b,run3_p7,126.77,63.0,,
9971.962,,gemma3:4b,run3_p7,126.85,63.0,,
9972.494,,gemma3:4b,run3_p7,127.24,63.0,,
9973.021,,gemma3:4b,run3_p7,126.56,63.0,,
9973.546,,gemma3:4b,run3_p7,126.70,63.0,,
9974.071,,gemma3:4b,run3_p7,127.35,63.0,,
9974.594,,gemma3:4b,run3_p7,127.05,63.0,,
9975.118,,gemma3:4b,run3_p7,126.96,63.0,,
9975.642,,gemma3:4b,run3_p7,126.91,63.0,,
9976.164,,gemma3:4b,run3_p7,126.52,63.0,,
9976.690,,gemma3:4b,run3_p7,126.43,63.0,,
9977.215,,gemma3:4b,run3_p7,126.17,63.0,,
9977.739,,gemma3:4b,run3_p7,126.69,64.0,,
9978.263,,gemma3:4b,run3_p7,126.65,63.0,,
9978.795,,gemma3:4b,run3_p7,126.54,63.0,,
9979.323,,gemma3:4b,run3_p7,126.50,63.0,,
9979.847,,gemma3:4b,run3_p7,126.68,63.0,,
9980.372,,gemma3:4b,run3_p7,127.13,62.0,,
9980.897,,gemma3:4b,run3_p8,96.91,63.0,,
9981.422,,gemma3:4b,run3_p8,80.69,52.0,,
9981.956,,gemma3:4b,run3_p8,102.88,62.0,,
9982.523,,gemma3:4b,run3_p8,126.53,63.0,,
9983.048,,gemma3:4b,run3_p8,127.05,63.0,,
9983.573,,gemma3:4b,run3_p8,127.01,63.0,,
9984.097,,gemma3:4b,run3_p8,126.88,63.0,,
9984.626,,gemma3:4b,run3_p8,126.55,63.0,,
9985.151,,gemma3:4b,run3_p8,126.27,63.0,,
9985.676,,gemma3:4b,run3_p8,126.61,64.0,,
9986.202,,gemma3:4b,run3_p8,126.67,63.0,,
9986.729,,gemma3:4b,run3_p8,126.23,63.0,,
9987.257,,gemma3:4b,run3_p8,126.11,63.0,,
9987.789,,gemma3:4b,run3_p8,126.36,63.0,,
9988.316,,gemma3:4b,run3_p8,126.47,63.0,,
9988.865,,gemma3:4b,run3_p8,126.40,63.0,,
9989.395,,gemma3:4b,run3_p8,126.64,63.0,,
9989.920,,gemma3:4b,run3_p8,126.06,63.0,,
9990.456,,gemma3:4b,run3_p8,126.37,63.0,,
9990.981,,gemma3:4b,run3_p8,126.70,63.0,,
9991.508,,gemma3:4b,run3_p8,126.07,63.0,,
9992.032,,gemma3:4b,run3_p8,126.28,64.0,,
9992.557,,gemma3:4b,run3_p8,126.35,63.0,,
9993.087,,gemma3:4b,run3_p8,126.40,63.0,,
9993.614,,gemma3:4b,run3_p8,126.44,63.0,,
9994.144,,gemma3:4b,run3_p8,126.40,63.0,,
9994.674,,gemma3:4b,run3_p9,95.84,55.0,,
9995.198,,gemma3:4b,run3_p9,76.50,53.0,,
9995.727,,gemma3:4b,run3_p9,99.61,63.0,,
9996.251,,gemma3:4b,run3_p9,126.58,63.0,,
9996.780,,gemma3:4b,run3_p9,126.47,63.0,,
9997.310,,gemma3:4b,run3_p10,103.73,63.0,,
9997.838,,gemma3:4b,run3_p10,88.01,52.0,,
9998.382,,gemma3:4b,run3_p10,103.03,62.0,,
9998.913,,gemma3:4b,run3_p10,126.73,63.0,,
9999.441,,gemma3:4b,run3_p10,126.98,64.0,,
9999.968,,gemma3:4b,run3_p10,126.00,63.0,,
10000.491,,gemma3:4b,run3_p10,126.28,63.0,,
10001.016,,gemma3:4b,run3_p10,127.09,63.0,,
10001.540,,gemma3:4b,run3_p10,126.93,63.0,,
10002.071,,gemma3:4b,run3_p10,126.94,63.0,,
10002.596,,gemma3:4b,run3_p10,127.09,63.0,,
10003.124,,gemma3:4b,run3_p10,127.45,63.0,,
10003.650,,gemma3:4b,run3_p10,126.88,62.0,,
10004.173,,gemma3:4b,run3_p10,126.38,63.0,,
10004.699,,gemma3:4b,run3_p10,126.65,63.0,,
10005.228,,gemma3:4b,run3_p10,126.40,63.0,,
10005.759,,gemma3:4b,run3_p10,126.34,64.0,,
10006.289,,gemma3:4b,run3_p10,126.52,63.0,,
10006.816,,gemma3:4b,run3_p10,126.53,63.0,,
10007.343,,gemma3:4b,run3_p10,126.35,63.0,,
10007.874,,gemma3:4b,run3_p10,126.41,63.0,,
10008.406,,gemma3:4b,run3_p10,125.87,62.0,,
10008.934,,gemma3:4b,run3_p11,126.19,63.0,,
10009.462,,gemma3:4b,run3_p11,112.18,62.0,,
10009.986,,gemma3:4b,run3_p11,111.93,63.0,,
10010.541,,gemma3:4b,run3_p11,127.18,63.0,,
10011.065,,gemma3:4b,run3_p11,126.84,63.0,,
10011.591,,gemma3:4b,run3_p11,126.85,63.0,,
10012.116,,gemma3:4b,run3_p11,126.84,62.0,,
10012.641,,gemma3:4b,run3_p11,126.65,63.0,,
10013.164,,gemma3:4b,run3_p11,126.86,63.0,,
10013.690,,gemma3:4b,run3_p11,126.63,63.0,,
10014.215,,gemma3:4b,run3_p11,127.01,64.0,,
10014.737,,gemma3:4b,run3_p11,127.36,64.0,,
10015.262,,gemma3:4b,run3_p11,127.22,63.0,,
10015.785,,gemma3:4b,run3_p11,126.49,63.0,,
10016.313,,gemma3:4b,run3_p11,126.53,64.0,,
10016.836,,gemma3:4b,run3_p11,126.62,63.0,,
10017.359,,gemma3:4b,run3_p11,126.84,64.0,,
10017.883,,gemma3:4b,run3_p11,127.08,63.0,,
10018.411,,gemma3:4b,run3_p11,127.03,64.0,,
10018.934,,gemma3:4b,run3_p11,126.48,64.0,,
10019.461,,gemma3:4b,run3_p11,126.80,63.0,,
10019.989,,gemma3:4b,run3_p11,126.83,63.0,,
10020.516,,gemma3:4b,run3_p11,126.66,64.0,,
10021.038,,gemma3:4b,run3_p11,126.67,64.0,,
10021.561,,gemma3:4b,run3_p11,126.93,64.0,,
10022.086,,gemma3:4b,run3_p11,127.44,63.0,,
10022.610,,gemma3:4b,run3_p11,126.82,64.0,,
10023.134,,gemma3:4b,run3_p11,126.86,63.0,,
10023.657,,gemma3:4b,run3_p11,126.94,63.0,,
10024.184,,gemma3:4b,run3_p11,127.04,64.0,,
10024.710,,gemma3:4b,run3_p11,126.49,64.0,,
10025.234,,gemma3:4b,run3_p11,126.42,63.0,,
10025.757,,gemma3:4b,run3_p11,126.84,63.0,,
10026.279,,gemma3:4b,run3_p11,127.02,64.0,,
10026.802,,gemma3:4b,run3_p11,126.81,63.0,,
10027.328,,gemma3:4b,run3_p11,126.85,63.0,,
10027.851,,gemma3:4b,run3_p11,126.89,64.0,,
10028.376,,gemma3:4b,run3_p11,126.28,63.0,,
10028.899,,gemma3:4b,run3_p11,126.56,64.0,,
10029.423,,gemma3:4b,run3_p11,126.21,64.0,,
10029.956,,gemma3:4b,run3_p12,111.68,63.0,,
10030.484,,gemma3:4b,run3_p12,98.05,54.0,,
10031.013,,gemma3:4b,run3_p12,102.80,63.0,,
10031.536,,gemma3:4b,run3_p12,126.86,63.0,,
10032.059,,gemma3:4b,run3_p12,127.50,64.0,,
10032.582,,gemma3:4b,run3_p12,127.73,64.0,,
10033.107,,gemma3:4b,run3_p12,127.80,64.0,,
10033.630,,gemma3:4b,run3_p12,128.13,63.0,,
10034.163,,gemma3:4b,run3_p13,95.43,53.0,,
10034.688,,gemma3:4b,run3_p13,79.75,62.0,,
10035.211,,gemma3:4b,run3_p13,103.58,63.0,,
10035.734,,gemma3:4b,run3_p13,126.70,63.0,,
10036.257,,gemma3:4b,run3_p13,126.87,63.0,,
10036.781,,gemma3:4b,run3_p13,127.46,64.0,,
10037.303,,gemma3:4b,run3_p13,127.16,63.0,,
10037.826,,gemma3:4b,run3_p13,127.15,63.0,,
